customer_id,customer_name,email,phone,dob,address,city,state,signup_date
CUS000588,Jennifer Madden,emily86@example.com,5996249239,1991-06-14,48625 Charles Circles Suite 355,South Haleyland,Pennsylvania,2023-03-01
CUS000589,Kristen Knight,victoriaortiz@example.net,3578421516,1997-12-03,04363 Soto Turnpike,North Saraville,California,2025-03-10
CUS000590,Justin Mcfarland,richardmartinez@example.org,1526151602,1977-06-18,890 Sherman Pine,North Shannon,Louisiana,2022-03-13
CUS000591,Mariah Marshall,zponce@example.com,6412451894,1961-06-19,2227 Jesus Parkways Apt. 178,Lake Petertown,North Carolina,2023-11-20
CUS000592,Julia Bonilla,lshepherd@example.com,1409475989,1992-09-20,25578 Joshua Burg Apt. 665,Mullinston,Pennsylvania,2026-05-05
CUS000593,Colleen Olsen,jessicamathis@example.net,7665636719,1975-02-28,9743 Hubbard Ports,South Cameronville,New Hampshire,2021-09-01
CUS000594,Debbie Jimenez,brendadavis@example.com,5633189246,1996-11-10,208 Nancy Well Suite 072,Lindaton,Iowa,2023-10-25
CUS000595,Peter Cooper,briana61@example.org,3626228805,1986-04-27,0216 Larson Tunnel Suite 974,Frankton,Oklahoma,2023-10-07
CUS000596,Linda Watson,jessica74@example.com,6942945782,1961-02-11,726 Sydney Falls Suite 138,Brianville,Delaware,2022-11-23
CUS000597,Robert Moore,jmayo@example.org,9610144771,1973-12-20,0134 Keller Inlet Apt. 676,East Douglasshire,Maine,2021-11-09
CUS000598,Steven Robinson,powelltony@example.net,0989606116,1983-03-19,3273 Elizabeth Valley Suite 392,Lake Eric,Utah,2026-01-21
CUS000599,Rebecca Allen,stacey13@example.org,9292625067,1994-06-15,22707 Moore Freeway Suite 506,Laneville,Kentucky,2022-01-14
CUS000600,Joseph Meyers,reynoldsdavid@example.org,5216376413,2001-12-19,017 Kayla Pine Apt. 923,Jeffland,North Dakota,2025-06-24
CUS000601,Timothy Young,leesandra@example.org,8843090617,1968-04-07,5391 Sanchez Neck Suite 795,Lake Nicolebury,New Mexico,2022-06-27
CUS000602,Lawrence Williams,jeremyyoung@example.net,3455704585,1970-07-15,658 David Neck,Raymondmouth,Vermont,2022-12-27
CUS000603,Vernon Wood,obolton@example.com,3920734290,2004-07-20,4936 Rodriguez Mountains Suite 930,Hernandezchester,Vermont,2021-07-21
CUS000604,Candice Rogers,phillipstoni@example.net,4670415444,1994-10-02,3849 Stewart Union Suite 905,Port Stacymouth,Arizona,2024-11-20
CUS000605,Nathan Bowers,ryan53@example.com,5490091789,1983-12-10,297 Victor Field,Douglasfurt,Illinois,2026-04-26
CUS000606,Madison Briggs,lschultz@example.com,8438894370,2007-08-04,59765 Amy Courts Suite 147,Reyesmouth,Arkansas,2024-08-19
CUS000607,Ryan Chen,russellvalencia@example.com,5741753387,1984-03-25,5375 Hunter Isle Suite 930,East Debra,Mississippi,2025-08-04
CUS000608,Melissa Chandler,alyssanorman@example.com,0563632738,1964-03-22,77102 Patrick Islands Suite 577,Scottport,Indiana,2025-05-17
CUS000609,Victoria Yu,jeanettehernandez@example.net,0585951046,1996-01-01,54241 Carpenter Curve,Amyville,Alaska,2023-04-07
CUS000610,Dennis Baker,nicole32@example.net,5099467100,1989-11-20,0210 Heather Manor Suite 477,Aaronmouth,Maryland,2022-11-10
CUS000611,Keith Moore,joanna53@example.com,3079807857,1963-08-01,45097 Robin Fields Apt. 194,Blairmouth,Idaho,2021-09-27
CUS000612,Carlos Meadows,christopher03@example.net,1763015319,1961-01-16,5293 Pamela Lake Apt. 642,Gregoryville,Ohio,2024-07-20
CUS000613,Nicole Guerrero,imiller@example.com,3940583444,1982-08-19,427 Williams Flat Suite 681,Garrisonbury,Oklahoma,2025-08-31
CUS000614,Kayla Dawson,fbrown@example.com,2315788759,2002-09-10,7661 Barbara Street Apt. 402,Ellisshire,Kansas,2024-01-13
CUS000615,Carla Rivera,ihall@example.com,5650389112,1994-01-22,99404 Spears Well Apt. 970,West Todd,Georgia,2022-05-16
CUS000616,Tyrone Foster,vanderson@example.net,6988490777,1986-05-31,002 Beth Ways Apt. 644,New Deborahberg,Connecticut,2024-01-14
CUS000617,Emily Wall,lorraineflowers@example.net,2124087044,1961-03-12,982 Courtney Avenue,Monroechester,Missouri,2024-11-12
CUS000618,Charles Terry,zacharyblankenship@example.org,4984256466,1999-09-09,768 Mejia Ville Suite 969,Kennethtown,Missouri,2024-05-01
CUS000619,Bernard Martin,lesliebrown@example.net,7077144873,1973-05-27,7823 Smith Park,Chavezstad,Tennessee,2021-10-03
CUS000620,Robert Hester,garrettjoshua@example.net,1172708713,1987-08-11,59732 Angela Loop,Spencerview,West Virginia,2022-07-01
CUS000621,Bethany Villa,hpeters@example.com,2560028856,2008-03-10,456 Kaitlyn Gateway,Carrshire,Georgia,2024-04-15
CUS000622,Ricky Wood,erica67@example.com,6908453108,2000-03-04,20292 Christina Ramp,Michelleberg,Kansas,2025-06-10
CUS000623,Shelby Ferguson,krosario@example.net,0681745052,1980-09-08,8457 Adams Forest Suite 835,Julieport,North Carolina,2023-03-28
CUS000624,Jeremy Rivers,alexandriamartinez@example.org,5027731220,1979-10-09,4329 Gabriel Course,Christopherside,Nevada,2024-12-27
CUS000625,Daniel Guerra,lwillis@example.org,5292920426,1990-02-16,3842 Alison Island Suite 409,New Jennifer,New Mexico,2022-10-17
